user_id,result
1239,"[1127624, 8090521, 847049, 856772, 833940]"
1240,"[944836, 1044259, 1028816, 1046816, 860248]"
1241,"[969568, 840601, 1037840, 862070, 849202]"
1242,"[1036501, 862349, 1023958, 1112238, 956599]"
1244,"[1075793, 1042942, 945652, 871909, 904129]"
1245,"[969866, 848071, 8205731, 950206, 6533765]"
1246,"[1126899, 821083, 1137507, 1097635, 1108094]"
1247,"[1009449, 874149, 933835, 819927, 906844]"
1248,"[865511, 888054, 1095040, 9881593, 829291]"
1250,"[905436, 910032, 1107553, 9571047, 874972]"
1251,"[948420, 960613, 976998, 1067695, 901067]"
1252,"[1052912, 1047619, 1039156, 965292, 1000753]"
1254,"[856435, 7168619, 1034955, 1057260, 1055382]"
1255,"[1108168, 908504, 1072523, 1005609, 964717]"
1256,"[1000542, 1022254, 1091365, 1116821, 938138]"
1258,"[5569471, 999563, 821787, 5995281, 849202]"
1259,"[1113588, 6533608, 926903, 970119, 1038663]"
1260,"[999104, 949257, 879528, 1098248, 9677366]"
1261,"[1056212, 976998, 861445, 1110042, 948670]"
1263,"[1070015, 1085604, 1016800, 850102, 10198378]"
1264,"[1012587, 1083787, 1107553, 1031864, 1087618]"
1265,"[879504, 971922, 1042544, 918733, 1054402]"
1266,"[6602697, 912681, 831536, 857006, 12810391]"
1267,"[13842090, 861272, 1005186, 970119, 1108094]"
1268,"[1082990, 1070820, 1110244, 940947, 1116733]"
1269,"[1057260, 970792, 1031316, 908318, 874972]"
1270,"[1026118, 848071, 1025650, 887219, 1021324]"
1271,"[6533936, 1038217, 935126, 5578547, 12262830]"
1272,"[868764, 1070845, 6602697, 6514085, 948670]"
1273,"[1111839, 885406, 838186, 850102, 841236]"
1274,"[1070820, 879504, 1002771, 1117393, 1091342]"
1276,"[855672, 1026118, 835098, 1019247, 6533765]"
1277,"[1006483, 8090521, 1085604, 13115493, 849202]"
1278,"[962229, 845193, 944534, 916122, 1108094]"
1279,"[969866, 1092446, 912681, 1038745, 1000753]"
1280,"[890610, 1463619, 1031864, 1123536, 6533765]"
1281,"[965842, 1112825, 970202, 1021133, 836445]"
1282,"[1111839, 823758, 1108131, 1033615, 1038663]"
1284,"[15926886, 918638, 1106301, 882441, 864893]"
1285,"[947201, 5569230, 1039156, 985999, 904129]"
1287,"[862349, 885290, 861272, 879528, 848029]"
1288,"[862349, 923746, 1062002, 896085, 1034176]"
1289,"[1110572, 892008, 1037894, 999581, 1075007]"
1290,"[939636, 825749, 969866, 1074524, 836445]"
1291,"[962229, 988693, 1054814, 969687, 874972]"
1292,"[1112333, 935993, 923670, 1087411, 12810464]"
1293,"[959409, 999971, 865330, 861272, 908843]"
1294,"[1126899, 1083721, 1116821, 832001, 878715]"
1295,"[931255, 846823, 8090509, 1084331, 1038663]"
1296,"[1005186, 914754, 845193, 1070076, 1007279]"
1297,"[1026118, 1041259, 1112238, 970160, 904997]"
1298,"[955043, 990440, 931255, 944466, 909497]"
1299,"[896085, 989101, 947798, 857849, 12810391]"
1300,"[1055504, 1118627, 1070820, 12988031, 919766]"
1302,"[1127716, 882190, 1076875, 1058997, 886370]"
1303,"[1091365, 976199, 8090539, 1040346, 1118946]"
1304,"[988693, 1138772, 871611, 1122085, 1118623]"
1305,"[1060269, 1104349, 1110572, 1085604, 904129]"
1306,"[12301839, 1134522, 940332, 1005186, 1013928]"
1307,"[906262, 1119405, 986912, 1057102, 849202]"
1312,"[911974, 926905, 983584, 1045586, 1021164]"
1313,"[1106390, 905582, 8019716, 983936, 874972]"
1314,"[1102416, 1050741, 1070015, 917033, 849202]"
1316,"[982790, 948086, 879152, 1034955, 939891]"
1317,"[1037894, 5568378, 882441, 1108168, 1038663]"
1318,"[821083, 904241, 1081189, 1003600, 938138]"
1319,"[847789, 1092264, 874149, 860975, 878715]"
1320,"[879528, 1117514, 1095700, 896085, 12731432]"
1321,"[1107661, 1075470, 981591, 8205218, 12810391]"
1324,"[838186, 857849, 832678, 1040807, 904129]"
1325,"[999104, 861272, 1051516, 832001, 1138423]"
1326,"[1002558, 9575582, 1056212, 868764, 6533765]"
1328,"[844165, 875089, 912681, 985119, 6533765]"
1329,"[954642, 962229, 5569374, 890695, 1004436]"
1330,"[856252, 987562, 1016800, 1131438, 849202]"
1331,"[849843, 908531, 1031316, 1110572, 1065538]"
1332,"[874736, 997309, 1081189, 1116821, 1079913]"
1333,"[1126899, 1128016, 861272, 1069003, 948670]"
1334,"[1080414, 1132770, 896974, 1037894, 852015]"
1335,"[1010681, 821562, 970119, 1105623, 6533765]"
1336,"[985427, 1138443, 926905, 883003, 848029]"
1337,"[923670, 962229, 914318, 5569230, 879734]"
1338,"[16809471, 892008, 882441, 984677, 848029]"
1340,"[990251, 896085, 951412, 6773215, 1004436]"
1341,"[906763, 990797, 1023958, 1009368, 10198378]"
1342,"[1046816, 978974, 936914, 975633, 948670]"
1345,"[895540, 1110695, 5569845, 948086, 1004436]"
1346,"[1046262, 5569993, 5574377, 486782, 1000753]"
1347,"[1107553, 849202, 861445, 957232, 982469]"
1350,"[861445, 1051323, 951746, 919534, 836445]"
1351,"[903230, 896369, 860975, 1048373, 1057749]"
1352,"[871722, 915349, 900802, 1116050, 968072]"
1353,"[953476, 5592931, 954642, 1037840, 874972]"
1354,"[1005186, 1038217, 1003600, 12648296, 873085]"
1356,"[946839, 1046816, 935284, 862349, 874972]"
1357,"[860975, 1090017, 1070820, 970119, 866548]"
1358,"[1107553, 1083446, 1076875, 1089766, 1110111]"
1360,"[1087411, 988208, 845814, 971807, 1000753]"
1361,"[1092937, 972569, 867668, 819765, 1107420]"
1362,"[7169088, 921406, 874149, 9653535, 1097350]"
1364,"[1135834, 862349, 1005186, 856252, 874972]"
1366,"[927191, 1139827, 1119051, 922561, 5566800]"
1367,"[1116635, 8090509, 1126899, 1005274, 970866]"
1368,"[944137, 12301405, 862799, 858439, 1134483]"
1369,"[1126899, 1119051, 1011926, 985889, 857538]"
1370,"[8090539, 919534, 944486, 936634, 1000753]"
1372,"[858302, 944317, 1122358, 999971, 1058754]"
1373,"[1007269, 6034857, 5569471, 1087081, 1018818]"
1374,"[1043006, 937626, 944534, 1037840, 921438]"
1375,"[927191, 6602697, 1119051, 1051516, 1038663]"
1376,"[871279, 8090537, 824073, 984715, 1034176]"
1378,"[909268, 5585510, 1037332, 12946027, 6552318]"
1379,"[962229, 934172, 972312, 1130777, 1013928]"
1382,"[940947, 6533368, 5570383, 1070782, 914240]"
1383,"[1077975, 909714, 972569, 903738, 1108094]"
1384,"[882441, 1031083, 847789, 880150, 904129]"
1385,"[1112754, 5568197, 1033615, 1104649, 1038663]"
1386,"[1005186, 1132770, 906262, 986912, 1013928]"
1387,"[854133, 1017369, 1082212, 999104, 1000753]"
1388,"[1076875, 1039156, 999971, 5570383, 849202]"
1389,"[1058997, 935126, 12263788, 13842090, 1069312]"
1390,"[6534077, 1132771, 12648296, 5563693, 1048257]"
1391,"[873627, 916993, 1070015, 5580166, 970866]"
1392,"[913278, 936914, 862349, 1018740, 837569]"
1393,"[1051516, 895268, 1058997, 1062128, 12810464]"
1394,"[1119051, 962229, 940947, 873887, 870559]"
1395,"[1048462, 1126899, 6533608, 880427, 906844]"
1397,"[918046, 1058997, 1092937, 1134522, 6533765]"
1398,"[916993, 1050741, 1107553, 1048200, 1052294]"
1399,"[1093571, 986947, 7167853, 855718, 1004613]"
1401,"[1015694, 1135258, 1058997, 906763, 1039975]"
1402,"[1057260, 939636, 1119051, 969866, 6533765]"
1403,"[906335, 879755, 1075368, 5569230, 1013928]"
1404,"[1093030, 1054216, 1057315, 1050851, 1065538]"
1405,"[1056509, 976199, 819978, 991592, 849202]"
1406,"[1138443, 1040807, 996087, 971922, 826666]"
1407,"[1112825, 9705473, 1002771, 885697, 1021324]"
1408,"[882496, 1037417, 1056964, 920844, 7443069]"
1409,"[1116050, 998558, 889649, 1075214, 1021324]"
1410,"[844165, 1026118, 1092937, 1102959, 874972]"
1412,"[885290, 8090539, 1097239, 856772, 1058754]"
1413,"[931532, 988693, 969866, 1051323, 9396767]"
1414,"[1126899, 1083328, 871162, 833351, 1118235]"
1415,"[1107553, 936594, 902640, 1075470, 874972]"
1417,"[835243, 6773204, 918733, 873964, 10198378]"
1418,"[862349, 976998, 956672, 990797, 948670]"
1419,"[1070015, 920844, 1037894, 1114653, 12262830]"
1420,"[1106301, 879755, 849843, 5981267, 899019]"
1421,"[962229, 873527, 985893, 1092026, 904129]"
1423,"[5981267, 13008334, 986947, 1095906, 9835223]"
1424,"[1062002, 1115576, 1082212, 5568072, 12731432]"
1425,"[845193, 8090509, 1037894, 1075470, 1021324]"
1426,"[971922, 827656, 1082990, 1101173, 968072]"
1427,"[1058930, 1015296, 1043006, 7025106, 9524291]"
1428,"[1003188, 833025, 879755, 987724, 6533765]"
1429,"[926909, 1031492, 1126899, 9420312, 948670]"
1430,"[885290, 9677202, 947798, 1089392, 906844]"
1431,"[1110572, 832678, 934399, 1037894, 1021324]"
1433,"[1121393, 15831255, 873627, 7409785, 849202]"
1434,"[1075368, 8181477, 1053690, 1094371, 1004436]"
1437,"[877447, 1070015, 926905, 819304, 1021324]"
1438,"[962266, 1121193, 1028816, 1052912, 9677366]"
1439,"[1050851, 856252, 1069621, 854405, 874972]"
1440,"[879504, 1029624, 1092026, 1037840, 874972]"
1443,"[819927, 986947, 945662, 942077, 906844]"
1445,"[8090509, 909714, 5568729, 1005456, 921438]"
1446,"[898847, 6391134, 6979427, 983936, 981677]"
1447,"[879755, 853756, 972312, 1137304, 6391137]"
1448,"[917033, 5582712, 1101010, 986912, 974156]"
1450,"[833351, 857006, 849843, 957951, 6533765]"
1451,"[1070820, 824005, 989275, 970119, 1038663]"
1452,"[989101, 6533765, 1118533, 1060269, 1013928]"
1453,"[1110572, 1092588, 879755, 824005, 970747]"
1454,"[5569374, 882604, 855672, 6514160, 1108094]"
1457,"[946308, 5590158, 1070015, 1139827, 836445]"
1458,"[962266, 878445, 950098, 931255, 874972]"
1459,"[948832, 934948, 885290, 820560, 874972]"
1460,"[995965, 1042544, 1006483, 970119, 860248]"
1461,"[985119, 865330, 5591490, 1000753, 6533765]"
1462,"[890695, 915349, 885290, 1011926, 1000753]"
1463,"[972312, 9707137, 8090537, 850058, 1038663]"
1465,"[971922, 1075368, 1039156, 827656, 860248]"
1466,"[949294, 1407216, 1082212, 1122358, 9655679]"
1467,"[861445, 1080414, 1110572, 879755, 860248]"
1470,"[1063739, 838258, 1003836, 1048483, 1008288]"
1471,"[874736, 882247, 913210, 1091365, 9704174]"
1473,"[1126899, 5568729, 10344585, 845705, 1057749]"
1474,"[856772, 1053690, 1070015, 13841744, 849202]"
1475,"[1057260, 5568228, 1137688, 906844, 1048257]"
1476,"[907099, 1058997, 1088147, 8090513, 1057749]"
1477,"[940947, 820486, 986912, 1125278, 1021324]"
1479,"[879755, 932462, 989101, 928123, 1013928]"
1481,"[861272, 879755, 885290, 873527, 6533765]"
1483,"[1083446, 864335, 1108168, 874736, 6533765]"
1484,"[1119051, 5568228, 968936, 1036139, 1118623]"
1485,"[13842214, 1069312, 1075368, 1056509, 878715]"
1486,"[1126899, 1073150, 916767, 1038985, 878715]"
1487,"[940947, 5569230, 951197, 856382, 1034176]"
1488,"[1110572, 1126899, 1092026, 9881593, 979674]"
1489,"[976998, 1065593, 934427, 923967, 849202]"
1490,"[976998, 8290421, 969866, 6979427, 874972]"
1491,"[901062, 928749, 1094924, 1003600, 1048257]"
1492,"[969866, 1105623, 1102959, 901062, 948670]"
1493,"[7409957, 911502, 1097001, 983078, 904129]"
1494,"[984715, 9420312, 985119, 865705, 836445]"
1495,"[864143, 1022254, 986912, 12731544, 831407]"
1496,"[1058930, 865528, 1002771, 906838, 874972]"
1498,"[1018050, 969494, 862725, 5569471, 6979634]"
1499,"[944486, 8090532, 1088147, 9655078, 12810464]"
1500,"[857849, 890536, 997200, 833556, 6533765]"
1501,"[1116741, 1006342, 6391381, 825541, 948239]"
1502,"[907647, 1070820, 971922, 1042702, 1034176]"
1503,"[5585510, 940332, 1116050, 1077143, 874972]"
1505,"[868764, 1043920, 1005186, 1040807, 849202]"
1506,"[959985, 994928, 1029624, 988697, 1013928]"
1507,"[879755, 13841744, 936355, 1097661, 12262778]"
1508,"[871722, 847982, 932949, 1126899, 904997]"
1509,"[1016800, 1042438, 1028422, 1139569, 1055022]"
1510,"[986912, 1039156, 1060269, 1101010, 6533765]"
1511,"[862349, 983584, 845193, 1135768, 906335]"
1512,"[1407216, 983584, 947798, 5590613, 904129]"
1513,"[1137346, 940947, 7462562, 1008673, 1097350]"
1514,"[995965, 868764, 1126899, 1117336, 906335]"
1515,"[962229, 1029504, 971922, 1101010, 1034176]"
1517,"[1070820, 9677202, 921504, 968932, 906335]"
1518,"[1124029, 1015280, 1082212, 819765, 1038663]"
1519,"[1070820, 1067443, 936914, 8090521, 878715]"
1520,"[968936, 932503, 5577022, 1102949, 849202]"
1521,"[1113588, 819978, 1058686, 883932, 1013928]"
1525,"[911622, 985893, 985119, 988693, 904129]"
1526,"[1077555, 8090537, 1036501, 860975, 12810391]"
1527,"[5569471, 910032, 1101010, 968936, 1004436]"
1528,"[1075368, 983584, 1120741, 956813, 948670]"
1529,"[993466, 937791, 854754, 965530, 6533765]"
1530,"[903800, 1028816, 999104, 1058997, 1020208]"
1531,"[9420312, 1058997, 1055853, 1037332, 860248]"
1532,"[1039156, 889649, 8090513, 862010, 866488]"
1533,"[879755, 1098248, 971474, 957736, 12810391]"
1534,"[1070820, 947658, 932298, 1044805, 864893]"
1535,"[844165, 928049, 1025611, 944534, 1002787]"
1536,"[8090532, 865511, 1075368, 901776, 1108094]"
1537,"[1028422, 1054216, 917277, 1042544, 6391137]"
1539,"[1033403, 5569230, 1007136, 824193, 1021324]"
1540,"[1092937, 7442008, 911311, 844165, 1013928]"
1541,"[940947, 936914, 1036501, 12263788, 860248]"
1542,"[821083, 6979578, 868161, 1056509, 1013928]"
1543,"[1053690, 1088191, 1043494, 905539, 970747]"
1544,"[983584, 908318, 1113141, 867931, 1069506]"
1545,"[1082212, 8090521, 1015694, 1131438, 901067]"
1546,"[1059902, 8205218, 903230, 1132771, 1038663]"
1547,"[1104224, 857902, 1023958, 956813, 1075007]"
1548,"[856252, 1053690, 976998, 858302, 1134483]"
1549,"[986912, 849843, 912681, 860975, 6533765]"
1550,"[959409, 985119, 945779, 827683, 6533765]"
1552,"[944836, 1044068, 997309, 7433888, 9677366]"
1555,"[1090884, 1126252, 856687, 1036501, 1108094]"
1556,"[873887, 1005274, 972312, 855468, 948670]"
1557,"[1026118, 970160, 901776, 6391381, 1020208]"
1558,"[1030093, 1123792, 5569374, 1013389, 919766]"
1559,"[965842, 908318, 1075368, 9392700, 948239]"
1560,"[1021519, 890610, 823704, 1092937, 9835223]"
1563,"[1039156, 1057260, 1028816, 957951, 1048257]"
1564,"[1043494, 823758, 1046689, 971922, 12262978]"
1565,"[1405491, 1325129, 1407216, 1355241, 12810391]"
1566,"[863519, 12384177, 877447, 896862, 1118623]"
1567,"[1026118, 5573314, 937626, 8015407, 874972]"
1568,"[1051323, 1104343, 1126045, 9487306, 901067]"
1569,"[985119, 1062966, 905539, 1044805, 904997]"
1570,"[834236, 1013615, 1112825, 5569374, 1000753]"
1572,"[1126899, 833724, 1005274, 9835509, 1021324]"
1574,"[977499, 878637, 910439, 1056509, 10198378]"
1575,"[900802, 916993, 901776, 901062, 1048257]"
1576,"[1056651, 845109, 1037863, 911162, 1041925]"
1577,"[8119303, 847049, 997796, 934427, 849202]"
1578,"[1074608, 1139827, 1063207, 900370, 829291]"
1579,"[982493, 1005186, 863802, 995965, 948670]"
1580,"[9707137, 903230, 962118, 1005186, 6533765]"
1581,"[1114597, 1125391, 6463775, 1110142, 1048257]"
1583,"[985119, 1036139, 1114653, 868764, 938138]"
1584,"[957736, 917407, 1136719, 1046587, 1134483]"
1585,"[1009449, 1002178, 1126899, 5569471, 860248]"
1586,"[1135681, 6391381, 958067, 1077975, 906335]"
1587,"[953539, 1097001, 1085604, 949616, 1055022]"
1588,"[1028816, 1003188, 936830, 1044507, 5590965]"
1590,"[1028891, 6391381, 6533608, 985999, 1021324]"
1591,"[916993, 850841, 6396566, 895268, 849202]"
1592,"[1110764, 6979526, 1007136, 10344585, 1108094]"
1593,"[1005274, 946308, 873203, 1077490, 860248]"
1594,"[1110843, 5981267, 1101010, 879755, 6533765]"
1595,"[1006555, 976199, 860975, 1137775, 904129]"
1596,"[861272, 927291, 1046816, 953476, 1004436]"
1598,"[986912, 1063207, 1091365, 12648296, 938138]"
1599,"[1113588, 823758, 1089392, 845109, 1013928]"
1602,"[1006483, 1058997, 1127179, 1039682, 849202]"
1604,"[832678, 944486, 879528, 1138508, 15972298]"
1605,"[929726, 1059236, 1005186, 1079023, 948670]"
1607,"[1091365, 862349, 8090536, 10344971, 1034176]"
1608,"[839849, 956672, 1066893, 861792, 970747]"
1609,"[1070820, 6632283, 823775, 5578547, 1018818]"
1611,"[8181555, 1085476, 1037840, 1003600, 9655676]"
1612,"[954642, 936924, 7025114, 948420, 1046562]"
1613,"[1122358, 1044805, 1014802, 864615, 829291]"
1614,"[1063739, 1116050, 995852, 895540, 9831557]"
1615,"[6773204, 8119303, 1077143, 1082212, 948670]"
1617,"[910032, 972931, 997796, 985893, 874972]"
1618,"[1018050, 953561, 862349, 971922, 962615]"
1619,"[970160, 841309, 1018050, 1117514, 1052294]"
1620,"[1110572, 1029624, 959409, 5587656, 904129]"
1621,"[972931, 856060, 1092026, 830887, 904129]"
1622,"[928123, 1062002, 833351, 1006342, 948670]"
1623,"[948832, 1074333, 903230, 910673, 6533765]"
1624,"[986912, 5569230, 848071, 912681, 1118946]"
1625,"[879755, 1031923, 1110843, 873203, 1000753]"
1627,"[934639, 1062966, 5580166, 1011926, 6533765]"
1629,"[881154, 1051323, 841228, 1072693, 12810464]"
1630,"[1107760, 5585510, 1135834, 1018740, 948670]"
1631,"[1089766, 5569327, 882441, 983584, 829291]"
1632,"[1070820, 6034964, 916993, 909714, 849202]"
1633,"[1101010, 1064213, 1093413, 953476, 948670]"
1634,"[9420312, 1070820, 907631, 819765, 1134483]"
1635,"[948420, 1009449, 957951, 954642, 919766]"
1636,"[844441, 5569327, 1085604, 890597, 1013928]"
1637,"[971922, 1039156, 1014948, 948298, 1021324]"
1638,"[1058997, 846823, 850058, 984677, 948670]"
1639,"[840601, 1001148, 903230, 865330, 1038663]"
1640,"[916990, 926909, 8090532, 895930, 1052294]"
1641,"[1076875, 1125530, 1037894, 965292, 1119946]"
1642,"[895268, 12427353, 970160, 1082310, 1000753]"
1643,"[856060, 1110244, 1016800, 896085, 1038663]"
1644,"[1045586, 1014948, 943233, 7166861, 1134483]"
1647,"[887503, 962970, 1057102, 986947, 1000753]"
1648,"[5568228, 983584, 1028816, 8090440, 848029]"
1649,"[997309, 932179, 1051516, 1094924, 919766]"
1650,"[855672, 1137688, 944137, 854754, 874972]"
1651,"[954642, 1135822, 836051, 1055737, 849202]"
1653,"[1039156, 1119051, 1010190, 8177622, 6533765]"
1654,"[8090533, 909396, 887102, 1040935, 921438]"
1656,"[1094924, 862732, 6533362, 905436, 1103513]"
1657,"[1053690, 1101010, 1006649, 1116635, 6533765]"
1658,"[885290, 883003, 1070845, 968774, 833940]"
1659,"[1028816, 986947, 989101, 1023958, 1119946]"
1660,"[5570408, 955774, 6602697, 869577, 1013928]"
1661,"[1057102, 1126899, 865705, 919534, 824977]"
1662,"[1126899, 944137, 880427, 1055425, 970747]"
1663,"[947658, 900370, 15716085, 9553042, 919766]"
1664,"[868764, 869577, 935993, 917742, 849202]"
1665,"[989354, 6602697, 1043006, 1113588, 829291]"
1666,"[1048462, 1122358, 889649, 988693, 6533765]"
1667,"[896938, 848071, 844165, 1097001, 12731432]"
1668,"[835098, 863802, 1062854, 1127624, 874972]"
1671,"[1126899, 1078763, 858439, 1055504, 904129]"
1672,"[962118, 1130777, 985119, 984677, 977927]"
1673,"[1075368, 883932, 1036501, 972665, 1038663]"
1676,"[1028816, 1009046, 921406, 948495, 1048257]"
1677,"[885290, 8090509, 1048462, 1006878, 882308]"
1678,"[1090931, 1003188, 8090536, 940947, 851066]"
1679,"[906262, 1048462, 986912, 1138189, 945673]"
1680,"[1058997, 1006649, 820486, 909268, 1000753]"
1681,"[901776, 873627, 907128, 9835509, 899019]"
1683,"[5569471, 993638, 5574377, 893501, 1110111]"
1684,"[885697, 1123022, 9881593, 1042544, 12262778]"
1685,"[1060269, 6602440, 1091365, 1069039, 863436]"
1686,"[1077143, 1005186, 953539, 1070782, 891901]"
1687,"[1126899, 823099, 5995603, 820560, 1000753]"
1688,"[1139525, 1055155, 1033615, 995876, 899019]"
1689,"[1029504, 12810391, 835300, 1000753, 866548]"
1690,"[1033615, 1131438, 832678, 6534077, 9835223]"
1691,"[855672, 852360, 1067695, 1101010, 849202]"
1692,"[1038217, 1073150, 1023958, 1005609, 6533765]"
1693,"[993466, 948495, 6391381, 880427, 1048257]"
1694,"[1070015, 918733, 954642, 856252, 6533765]"
1695,"[1102959, 1102949, 989101, 895540, 1134483]"
1697,"[901543, 965292, 1135995, 5568489, 829291]"
1698,"[834833, 965842, 5585510, 1038985, 1013928]"
1699,"[1089066, 12262778, 1043494, 928036, 874972]"
1700,"[962118, 930385, 1001148, 1029624, 836445]"
1701,"[6534077, 5568378, 970119, 997796, 12262830]"
1702,"[1101010, 962229, 1003487, 7409957, 917384]"
1703,"[1057260, 879755, 1067695, 1039156, 1038663]"
1704,"[878445, 931532, 1407216, 935284, 873324]"
1705,"[1070015, 1079292, 13842214, 6602697, 986596]"
1706,"[913278, 1122358, 1108168, 1059308, 860248]"
1707,"[861445, 962229, 885697, 929018, 1021324]"
1708,"[944534, 6534480, 7409957, 919534, 1000753]"
1710,"[1017061, 6602729, 872137, 1028816, 9677366]"
1711,"[951821, 839419, 934369, 861445, 906844]"
1712,"[1101174, 819304, 1057260, 5568721, 982469]"
1713,"[851188, 828867, 13841744, 1028816, 1082627]"
1714,"[992529, 1074241, 1016800, 945244, 1000753]"
1715,"[1051516, 847270, 969932, 1127470, 1035321]"
1716,"[1085604, 1132770, 5995597, 5592931, 1013928]"
1717,"[899682, 6034964, 1055425, 1077555, 848029]"
1718,"[1137775, 958137, 1037840, 10204392, 1000753]"
1719,"[1070820, 1011300, 916993, 929668, 1021164]"
1720,"[862349, 909714, 819978, 834117, 878715]"
1721,"[5582712, 934172, 12524174, 955910, 1000753]"
1722,"[1119051, 1126899, 1097001, 829852, 906335]"
1723,"[855672, 1018740, 922561, 5580166, 870559]"
1724,"[1126899, 906658, 861973, 916993, 1119946]"
1726,"[6391381, 895268, 963835, 970119, 950463]"
1728,"[9296919, 838258, 890695, 861272, 863762]"
1729,"[1104343, 1056651, 1110843, 1075368, 849202]"
1730,"[1092588, 1138292, 1108168, 1092937, 6533765]"
1731,"[944466, 986760, 882441, 1082310, 849202]"
1732,"[1009046, 8119303, 873627, 1009200, 982469]"
1733,"[894439, 6904613, 1016800, 885290, 5566800]"
1735,"[859426, 972931, 1082990, 850102, 12810391]"
1737,"[927191, 1105623, 1870702, 849003, 6533765]"
1738,"[922847, 915041, 937626, 1042942, 9835223]"
1739,"[1048462, 8205218, 1053690, 928049, 1038663]"
1740,"[1075368, 1002771, 1005186, 945662, 6533765]"
1742,"[1072523, 1066685, 9420312, 929018, 908843]"
1743,"[990797, 1069621, 6773204, 7442008, 958594]"
1744,"[916758, 895268, 6533437, 1082212, 1069506]"
1745,"[871756, 988697, 1043006, 983584, 1038663]"
1746,"[999779, 1037894, 1051323, 896938, 1052294]"
1747,"[6979005, 9297403, 1107553, 1051323, 1038663]"
1748,"[947798, 5587656, 891505, 914577, 982469]"
1749,"[934399, 1042571, 5569374, 1062572, 878715]"
1750,"[909714, 990797, 870780, 901711, 904997]"
1751,"[1082990, 1053690, 861272, 1139525, 882308]"
1752,"[985119, 1065593, 922561, 846823, 6533765]"
1753,"[879755, 901543, 986912, 1094371, 1013928]"
1754,"[5585510, 1129610, 1039156, 856252, 6533765]"
1755,"[999714, 5570882, 1093413, 8090513, 829291]"
1758,"[1115553, 849843, 896085, 1058997, 904129]"
1759,"[1126899, 5590613, 861445, 1063207, 1013928]"
1760,"[983584, 862535, 1038985, 845725, 948670]"
1761,"[922127, 1026118, 847789, 857849, 836445]"
1762,"[983584, 844165, 1016800, 879755, 1021324]"
1763,"[1075368, 1041259, 1043006, 949023, 1118623]"
1764,"[5565925, 1075368, 1060408, 970119, 831407]"
1765,"[1043494, 7169088, 971949, 858302, 1034176]"
1766,"[934676, 8090537, 1005186, 947201, 1069506]"
1767,"[1116635, 953539, 986912, 1110572, 1000753]"
1768,"[12946027, 839419, 9707137, 991435, 1048257]"
1769,"[5563693, 872137, 6602697, 1039156, 1000753]"
1770,"[989101, 1103105, 1070015, 854754, 874972]"
1771,"[895540, 1119405, 8160430, 820560, 1075007]"
1773,"[5569471, 1000237, 925112, 834158, 899019]"
1774,"[990797, 951197, 8090521, 863506, 848029]"
1775,"[1037332, 1122568, 856942, 1126899, 1134483]"
1776,"[862349, 1026118, 986912, 1051516, 6533765]"
1777,"[1126899, 819765, 989249, 896085, 864893]"
1778,"[938566, 847344, 948254, 885290, 848029]"
1779,"[862349, 963365, 1010164, 5568228, 948670]"
1781,"[1028816, 1107661, 847207, 1057102, 1130729]"
1782,"[1072523, 965693, 865528, 1003616, 968072]"
1783,"[9835509, 819063, 1058997, 1132771, 1110111]"
1784,"[998119, 1038985, 8090532, 1106271, 1021164]"
1785,"[993466, 1110142, 1119051, 1131321, 948670]"
1786,"[1109778, 823176, 10285144, 1002850, 1119993]"
1788,"[909714, 848071, 934399, 6391381, 1129049]"
1789,"[907128, 6979427, 1111839, 1109778, 1004436]"
1790,"[997096, 945662, 972312, 883932, 1082955]"
1791,"[1039156, 854607, 976199, 1005609, 948670]"
1792,"[1075368, 962229, 1089766, 1101010, 906844]"
1793,"[939636, 889731, 969866, 8205218, 982469]"
1794,"[1102416, 1110572, 10344585, 1106301, 982469]"
1795,"[1085604, 890536, 861445, 873527, 1000753]"
1796,"[1013578, 5572220, 1083721, 1042438, 1103808]"
1797,"[1112825, 855672, 996009, 940947, 933354]"
1799,"[1026118, 1054957, 1080884, 961979, 1013928]"
1800,"[1058997, 832001, 983584, 1057260, 1129049]"
1801,"[839208, 10351524, 1116635, 1037894, 1013928]"
1802,"[885290, 958700, 884089, 5578547, 970747]"
1803,"[939860, 853998, 1056509, 1044759, 1021324]"
1804,"[937626, 7025114, 916993, 12263788, 948670]"
1805,"[931255, 948670, 1075368, 921744, 921438]"
1806,"[1022003, 1007136, 862732, 857849, 836445]"
1807,"[1112825, 1074333, 1073150, 7025114, 1048257]"
1808,"[1037840, 1053690, 1110572, 1005186, 12262830]"
1809,"[1039156, 916993, 825753, 1055504, 899019]"
1810,"[944139, 7433029, 995055, 1113588, 1108094]"
1811,"[901976, 861445, 985119, 1135258, 1038663]"
1812,"[824073, 923208, 1070015, 874736, 829291]"
1814,"[865705, 5587656, 43020, 1028891, 901067]"
1815,"[895502, 926796, 971922, 990256, 829291]"
1816,"[921345, 9707137, 839094, 932503, 974156]"
1817,"[1005274, 993466, 895930, 1004390, 1020208]"
1818,"[1007191, 1043563, 1111839, 1041259, 1129049]"
1819,"[6602697, 1110843, 936914, 995965, 836445]"
1820,"[8090546, 5568228, 1037332, 880427, 9521679]"
1821,"[983584, 911974, 1082212, 1056212, 874972]"
1823,"[1070820, 6602697, 9913338, 1060408, 1021164]"
1824,"[8177622, 1023226, 983584, 851101, 1110111]"
1826,"[1022003, 1072523, 929018, 933835, 1013928]"
1827,"[12988031, 856772, 907631, 940947, 928263]"
